date,access1-0.1.rcp85,access1-3.1.rcp85,bcc-csm1-1.1.rcp85,bcc-csm1-1-m.1.rcp85,canesm2.1.rcp85,canesm2.2.rcp85,canesm2.3.rcp85,canesm2.4.rcp85,canesm2.5.rcp85,ccsm4.1.rcp85,ccsm4.2.rcp85,ccsm4.3.rcp85,ccsm4.4.rcp85,ccsm4.5.rcp85,cesm1-bgc.1.rcp85,cesm1-cam5.1.rcp85,cesm1-cam5.2.rcp85,cesm1-cam5.3.rcp85,cmcc-cm.1.rcp85,cnrm-cm5.1.rcp85,cnrm-cm5.2.rcp85,cnrm-cm5.4.rcp85,cnrm-cm5.6.rcp85,cnrm-cm5.10.rcp85,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,ec-earth.6.rcp85,ec-earth.8.rcp85,ec-earth.12.rcp85,fgoals-g2.1.rcp85,fgoals-s2.2.rcp85,fgoals-s2.3.rcp85,fio-esm.1.rcp85,fio-esm.2.rcp85,fio-esm.3.rcp85,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp85,giss-e2-r.1.rcp85,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,inmcm4.1.rcp85,ipsl-cm5a-lr.1.rcp85,ipsl-cm5a-lr.2.rcp85,ipsl-cm5a-lr.3.rcp85,ipsl-cm5a-lr.4.rcp85,ipsl-cm5a-mr.1.rcp85,ipsl-cm5b-lr.1.rcp85,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp85,miroc5.1.rcp85,mpi-esm-lr.1.rcp85,mpi-esm-lr.2.rcp85,mpi-esm-lr.3.rcp85,mpi-esm-mr.1.rcp85,mri-cgcm3.1.rcp85,noresm1-m.1.rcp85,noresm1-me.1.rcp85
2083-11-01,3.543,0.233,2.602,1.292,3.633,1.762,0.094,2.909,5.771,0.359,0.529,1.945,5.531,1.814,4.111,5.988,1.054,1.703,0.172,5.334,4.160,1.610,6.035,7.131,2.453,1.394,0.000,1.106,1.730,0.097,0.269,0.713,3.226,4.315,0.979,4.336,0.418,0.343,0.111,0.335,3.442,1.651,3.889,1.753,0.000,0.606,0.298,1.834,0.034,0.000,1.382,2.650,0.001,0.810,2.276,1.453,1.753,0.883,0.000,0.136,0.990,3.228,5.839,1.035,2.166,0.756,1.260,6.129,5.347,1.742
2083-12-01,2.236,3.510,2.315,6.531,8.718,6.538,1.498,9.542,3.852,5.543,3.624,3.040,1.682,5.446,7.910,0.746,3.088,0.253,6.777,1.842,2.546,3.289,0.774,2.581,1.892,4.648,1.889,4.399,12.529,9.664,6.754,4.973,4.641,2.509,0.082,3.336,7.921,0.443,5.098,4.460,1.528,2.968,0.315,2.602,1.118,0.909,4.656,1.645,1.128,2.575,4.804,3.755,9.507,4.970,14.720,1.635,2.491,4.568,0.366,12.849,5.448,1.822,2.506,0.176,11.549,1.028,4.231,8.520,1.305,5.150
2084-01-01,3.314,2.612,22.293,14.570,20.323,8.630,8.130,9.634,8.863,1.291,10.767,6.447,0.298,3.658,7.324,1.662,7.990,0.277,5.059,4.159,0.514,13.413,2.103,6.469,12.028,8.320,7.016,2.475,9.774,3.192,9.080,10.062,3.730,2.305,8.894,3.796,2.451,3.332,8.350,4.897,2.673,1.670,4.784,10.784,1.396,0.432,4.954,9.893,11.226,3.880,10.258,5.903,10.547,12.611,9.828,1.479,7.263,5.006,6.298,7.071,2.470,9.677,3.775,9.847,5.117,3.541,3.327,9.770,9.500,8.011
2084-02-01,2.317,6.157,8.822,10.554,13.575,2.492,8.629,8.112,5.850,0.227,0.693,4.409,2.008,4.956,11.211,2.685,6.656,0.024,11.118,6.641,4.237,3.680,2.586,1.882,5.674,11.473,5.269,3.728,6.388,7.297,6.310,3.326,2.916,1.996,0.611,12.413,5.414,10.878,1.511,4.154,4.600,6.431,3.536,0.297,3.181,1.524,2.366,23.552,8.473,0.690,1.967,6.523,0.475,1.186,19.111,30.352,4.945,7.754,4.401,2.836,1.595,0.450,0.483,15.574,1.405,1.399,2.682,8.385,0.132,8.902
2084-03-01,2.961,7.994,2.218,6.982,5.768,2.864,7.262,0.298,4.554,0.339,2.663,6.002,2.148,5.725,2.680,0.145,2.490,1.850,4.112,1.296,5.137,1.615,8.912,5.286,2.680,1.469,1.975,7.613,7.456,10.562,3.809,4.789,0.092,2.230,0.072,1.690,1.152,1.208,5.021,1.972,2.091,2.404,0.305,7.023,3.037,0.445,3.606,1.271,1.261,2.056,0.331,1.509,0.151,2.308,6.489,5.590,3.321,5.265,8.465,5.155,0.121,1.391,3.653,6.107,3.284,3.469,2.519,0.803,2.868,8.956
2084-04-01,0.496,4.528,0.373,2.889,0.343,3.141,0.381,2.530,0.204,3.272,2.909,1.161,1.957,6.843,1.657,0.855,0.927,0.149,0.211,0.299,5.178,0.483,2.336,1.612,0.493,1.609,0.337,2.216,0.670,3.615,0.500,1.643,0.555,0.367,0.206,3.863,0.441,1.382,0.187,0.145,0.326,0.646,4.462,0.337,0.139,1.111,3.244,1.884,2.034,0.614,0.299,0.531,0.504,2.339,1.656,1.598,0.715,0.373,0.976,3.757,2.114,4.649,2.207,3.575,2.610,0.411,1.753,3.001,0.470,1.094
2084-05-01,0.012,0.037,0.367,0.223,0.249,0.421,0.006,2.113,0.193,0.094,0.139,0.205,0.043,0.011,0.021,0.088,0.696,0.962,0.182,0.084,0.002,0.077,0.006,0.155,0.057,0.378,0.449,0.031,0.026,0.135,1.378,0.375,0.035,0.034,0.128,0.012,0.018,0.011,0.023,0.012,0.035,1.496,0.472,0.000,0.636,0.002,2.689,0.040,0.038,0.375,0.007,0.009,0.004,0.006,0.570,0.012,0.117,0.077,0.011,0.239,0.145,0.325,1.656,0.317,0.382,0.070,0.181,0.040,0.007,0.175
2084-06-01,0.011,0.001,0.014,0.037,0.041,0.012,0.002,0.022,0.017,0.008,0.014,0.025,0.018,0.012,0.000,0.002,0.006,0.015,0.007,0.059,0.000,0.031,0.031,0.014,0.093,0.014,0.061,0.002,0.014,0.058,0.005,0.034,0.071,0.051,0.002,0.039,0.012,0.004,0.012,0.000,0.207,0.123,0.007,0.000,0.000,0.035,0.111,0.065,0.005,0.012,0.008,0.005,0.031,0.000,0.457,0.007,0.002,0.007,0.001,0.035,0.052,0.085,0.002,0.000,0.000,0.009,0.001,0.034,0.040,0.142
2084-07-01,0.013,0.314,0.079,0.073,0.107,0.012,0.430,0.001,0.015,0.002,0.024,0.055,0.199,0.065,0.018,0.006,0.013,0.000,0.004,0.000,0.001,0.001,0.020,0.001,0.026,0.000,0.000,0.001,0.005,0.000,0.001,0.001,0.005,0.000,0.002,0.001,0.309,0.001,0.001,0.000,0.299,0.045,0.004,0.001,0.095,0.001,0.000,0.000,0.001,0.001,0.013,0.002,0.140,0.005,0.000,0.000,0.000,0.212,0.000,0.001,0.015,0.001,0.001,0.001,0.000,0.002,0.000,0.001,0.005,0.531
2084-08-01,0.009,0.009,0.000,0.133,0.000,0.022,0.133,0.192,0.002,0.004,0.010,0.002,0.065,0.120,0.001,0.006,0.002,0.448,0.005,0.002,0.652,0.000,0.001,0.124,0.010,0.001,0.000,0.002,0.001,0.001,0.002,0.004,0.001,0.001,0.007,0.006,0.331,0.000,0.024,0.001,0.015,0.476,0.002,0.006,0.000,0.000,0.001,0.012,0.011,0.026,0.056,0.000,0.002,0.001,0.002,0.496,0.035,0.050,0.000,0.007,0.005,0.000,0.000,0.010,0.004,0.001,0.444,0.422,0.051,0.188
2084-09-01,0.044,0.027,0.002,0.011,0.093,0.155,0.015,0.515,0.073,0.073,0.043,0.058,0.044,0.758,0.001,0.582,0.099,0.491,0.261,0.959,0.001,0.005,0.024,0.084,0.309,0.004,0.004,0.000,0.001,0.045,0.012,0.041,2.200,0.002,0.002,0.013,0.001,0.000,0.002,1.689,0.015,0.346,1.028,0.009,0.006,0.004,0.113,0.006,0.045,0.006,0.004,0.059,0.024,0.014,1.036,0.234,0.037,0.024,0.048,0.001,0.004,0.104,0.000,0.009,0.726,0.011,0.000,0.004,0.892,0.172
2084-10-01,0.874,0.010,1.870,0.024,1.572,0.754,0.031,0.033,1.932,0.013,0.632,0.604,0.164,0.884,1.460,0.085,0.056,0.358,0.074,0.641,1.704,0.399,0.875,1.244,2.266,0.002,0.737,0.016,0.026,0.571,0.993,1.473,0.035,0.426,0.004,0.161,0.111,0.090,2.840,1.544,0.002,0.001,2.578,0.011,2.000,0.615,0.004,0.155,0.611,0.005,0.057,0.001,0.026,0.041,1.118,1.435,4.335,0.050,0.721,0.002,0.186,1.161,0.002,0.005,0.209,2.309,1.006,0.742,2.552,0.978
2084-11-01,5.041,4.902,0.361,1.811,0.347,1.494,0.201,1.628,1.421,0.094,0.394,1.851,1.107,6.143,0.283,3.888,3.032,6.200,1.202,2.354,1.359,2.961,4.918,2.816,1.703,0.005,0.265,1.096,0.314,2.405,0.273,1.479,0.893,1.715,0.980,5.939,0.270,0.417,2.728,0.951,1.259,4.941,1.750,0.924,0.228,0.547,0.001,0.235,0.006,1.592,2.799,0.012,0.008,1.590,1.317,0.321,6.276,0.810,0.385,0.048,0.617,0.529,0.274,0.331,5.590,0.704,1.204,5.028,1.219,1.488
2084-12-01,3.860,6.339,5.283,4.278,9.537,5.274,6.731,5.288,2.781,8.812,0.878,4.489,12.183,9.360,8.088,9.262,9.178,5.974,2.109,7.244,3.646,0.971,4.305,7.363,1.419,2.276,2.789,2.440,2.043,5.257,3.129,6.387,3.370,5.250,2.672,10.597,8.590,4.635,5.059,1.285,0.439,2.120,2.728,9.335,3.146,6.852,0.082,3.597,0.356,4.927,18.245,16.697,9.304,0.129,0.082,0.842,14.492,2.211,5.119,1.225,1.401,0.138,0.293,2.972,2.309,1.760,2.603,2.758,5.325,0.544
2085-01-01,8.505,8.449,5.962,3.853,13.686,3.159,12.158,0.279,3.572,5.592,3.093,0.522,11.900,3.718,11.598,1.810,8.092,2.316,8.700,2.110,8.486,8.042,3.073,12.256,7.923,7.089,4.344,0.299,3.314,9.310,9.084,3.445,2.172,2.680,2.752,11.159,9.168,8.521,14.111,6.467,11.148,5.737,5.543,11.420,9.507,6.947,3.492,9.724,2.054,6.050,12.891,6.362,6.965,2.784,18.179,7.329,5.161,7.827,3.127,4.119,1.706,1.144,3.617,1.458,9.788,15.637,7.244,6.272,7.301,12.922
2085-02-01,0.089,6.390,1.511,16.703,12.360,1.422,10.384,6.194,2.046,1.715,9.502,1.385,5.787,3.234,21.272,5.838,5.586,5.959,4.974,1.227,1.983,6.588,6.734,5.808,2.277,5.902,1.935,1.651,5.725,8.968,2.168,1.211,2.566,1.318,0.028,0.452,4.523,3.180,8.596,9.850,7.883,1.076,2.906,0.308,11.555,14.884,7.400,9.009,0.707,11.720,8.102,1.434,4.941,0.107,15.908,1.918,13.231,5.259,0.509,10.219,10.199,0.435,2.507,2.276,6.215,1.565,6.227,5.575,1.126,8.066
2085-03-01,1.978,2.132,0.395,3.625,9.575,1.995,5.986,1.053,0.177,1.224,8.665,6.765,8.385,2.377,3.720,0.096,3.232,1.201,3.228,0.826,3.736,1.549,3.113,7.285,1.955,1.926,1.655,0.070,5.200,2.530,1.982,0.129,3.166,1.900,0.222,0.487,1.798,10.269,2.288,3.270,2.796,3.068,3.378,2.792,6.370,5.488,2.600,2.258,1.833,1.247,5.828,2.083,0.072,0.487,8.557,2.107,7.262,0.448,0.228,2.231,7.893,1.856,5.371,1.129,2.752,0.242,2.880,2.794,4.097,3.456
2085-04-01,0.917,5.548,0.247,1.554,0.542,1.083,1.644,1.583,0.705,1.205,0.142,1.434,1.876,2.365,0.757,0.249,2.206,0.180,2.164,0.494,2.080,1.824,2.008,1.000,0.680,0.268,1.658,1.525,0.659,1.388,1.048,0.307,1.155,1.775,0.197,0.784,2.144,0.296,5.193,1.427,0.422,1.051,1.715,2.148,0.250,0.317,2.206,0.853,0.521,2.715,1.806,0.190,1.920,0.149,0.197,0.689,1.843,1.350,0.412,5.607,1.039,0.978,0.908,1.250,1.354,0.207,0.394,0.410,0.203,1.729
2085-05-01,0.017,0.610,0.006,2.921,0.012,0.247,0.278,0.070,0.020,0.478,0.013,0.652,0.452,0.489,2.284,0.434,0.011,0.039,0.045,0.000,0.011,0.001,0.021,0.031,1.883,0.298,0.431,0.078,1.294,0.807,0.295,0.144,0.039,0.013,1.995,0.007,0.016,0.012,0.067,1.644,0.441,0.574,0.034,0.006,0.028,0.013,2.014,0.023,0.010,1.347,0.038,0.016,0.005,0.006,0.022,0.260,0.006,0.032,0.011,0.258,0.549,0.006,0.299,0.012,0.306,0.004,0.575,0.037,0.223,0.062
2085-06-01,0.015,0.102,0.000,0.013,0.004,0.006,0.004,0.033,0.033,0.092,0.014,0.242,0.129,0.262,0.053,0.067,0.019,0.002,0.001,0.002,0.000,0.001,0.008,0.011,0.008,0.051,0.090,0.063,0.007,0.061,0.020,0.009,0.020,0.045,0.018,0.061,0.037,0.000,0.124,0.041,0.004,0.008,0.000,0.000,0.087,0.000,0.033,0.028,0.004,0.035,0.000,0.007,0.007,0.206,0.000,0.002,0.009,0.037,0.007,0.018,0.000,0.041,0.093,0.008,0.001,0.001,0.025,0.292,0.004,0.009
2085-07-01,0.001,0.289,0.001,0.001,0.002,0.012,0.004,0.336,0.037,0.011,0.001,0.012,0.012,0.104,0.092,0.288,0.005,0.000,0.001,0.002,0.001,0.002,0.000,0.012,0.018,0.032,0.123,0.013,0.001,0.000,0.007,0.001,0.004,0.005,0.031,0.006,0.004,0.001,0.000,0.001,0.029,0.011,0.002,0.001,0.000,0.001,0.000,0.007,0.000,0.261,0.001,0.001,0.001,0.001,0.017,0.006,0.201,0.006,0.183,0.244,0.123,0.001,0.021,0.001,0.001,0.002,0.043,0.012,0.598,0.083
2085-08-01,0.020,0.099,0.018,0.000,0.020,0.000,0.176,0.092,0.050,0.010,0.011,0.009,0.002,0.006,0.117,0.332,0.043,0.116,0.045,0.012,0.004,0.005,0.010,0.303,0.001,0.007,0.050,0.022,0.006,0.000,0.002,0.293,0.000,0.004,0.007,0.009,0.044,0.000,0.084,0.000,0.139,0.000,0.349,0.006,0.000,0.001,0.000,0.018,0.000,0.021,0.018,0.005,0.017,0.000,0.000,0.319,0.101,0.002,0.004,0.034,0.049,0.201,0.002,0.000,0.013,0.009,0.132,0.001,0.443,0.159
2085-09-01,0.007,0.001,0.359,0.066,0.008,0.008,0.004,0.133,0.133,0.015,0.136,0.006,0.007,0.006,0.106,0.131,0.001,0.363,2.296,0.009,0.002,0.000,2.491,0.038,0.020,0.005,0.041,0.490,0.021,0.001,0.004,0.058,0.107,1.115,0.012,0.046,0.006,0.002,0.017,0.000,1.662,0.007,1.307,0.001,0.270,0.006,0.004,0.193,0.000,2.015,0.050,0.007,0.021,0.001,0.051,0.066,0.014,0.064,0.253,0.777,0.002,0.006,0.746,0.005,0.032,0.837,0.644,0.061,0.004,0.017
2085-10-01,0.049,0.051,1.233,2.783,0.001,0.835,1.883,0.792,0.978,0.001,2.440,0.334,0.441,1.375,2.592,0.582,0.240,1.090,0.015,1.858,0.023,0.574,1.600,0.661,2.085,0.101,0.620,1.438,0.260,1.037,0.154,0.233,0.481,0.072,0.001,0.040,0.045,0.021,0.060,0.314,2.002,0.151,0.117,0.587,1.601,0.001,0.046,0.010,0.122,0.001,2.565,0.952,2.430,1.836,2.430,0.184,1.194,2.044,1.389,0.084,0.004,0.001,0.070,1.650,0.837,0.354,1.285,2.786,0.536,0.868
2085-11-01,1.618,1.740,1.967,5.525,6.104,0.001,1.645,1.731,0.324,0.051,1.054,8.760,2.676,3.817,1.583,0.209,0.301,6.373,0.351,6.050,1.467,1.711,2.668,1.623,0.302,2.411,0.868,0.474,0.340,0.228,0.060,0.557,4.864,1.318,0.000,0.041,2.865,0.578,1.098,6.275,6.386,0.529,6.039,0.318,0.276,0.383,1.170,2.224,0.409,0.953,3.027,2.578,2.293,1.719,0.294,0.209,4.682,0.894,5.013,0.254,2.140,0.204,0.639,2.457,2.041,0.005,7.625,1.352,0.332,1.576
2085-12-01,9.461,6.254,3.240,3.753,3.981,4.341,0.693,3.089,0.084,10.740,13.152,2.185,11.006,0.597,6.130,3.177,9.211,9.457,3.964,4.912,9.560,11.858,0.910,6.694,18.881,1.959,2.554,3.065,8.022,1.602,5.141,3.299,1.776,1.976,2.573,5.196,0.637,1.748,1.831,8.117,8.512,1.611,2.288,5.111,0.470,5.120,10.240,4.999,2.547,0.801,4.593,5.447,3.852,1.779,3.502,4.062,1.288,2.983,10.184,1.819,3.149,7.763,3.669,1.897,4.782,1.401,0.436,6.097,0.389,5.003
2086-01-01,1.720,4.291,3.494,3.620,22.270,3.925,3.375,7.107,1.965,9.998,4.761,15.418,12.809,3.593,10.501,4.425,6.357,10.153,1.302,12.559,4.594,23.686,2.213,8.177,3.687,4.175,7.650,2.273,7.002,8.941,3.499,3.316,8.623,6.560,6.261,0.629,1.041,1.269,5.530,3.904,7.355,2.115,1.806,6.597,24.571,7.119,6.916,9.976,4.250,2.882,4.205,34.669,8.490,6.052,5.443,13.274,6.460,6.602,11.918,1.983,1.402,9.088,9.158,9.820,3.819,2.456,5.513,8.691,3.320,0.694
2086-02-01,8.542,0.542,10.749,2.130,11.469,2.503,2.592,2.313,4.154,1.331,5.752,9.451,20.665,2.446,2.689,2.477,0.545,5.523,6.975,7.912,15.525,6.949,9.381,3.324,2.426,1.692,1.931,1.421,2.496,4.718,5.040,1.224,1.910,1.460,0.411,5.146,8.426,2.257,13.192,0.923,12.493,11.254,14.729,2.091,2.048,3.296,1.359,0.023,4.472,14.714,10.401,8.988,1.873,3.911,3.153,10.345,7.257,2.695,5.624,0.765,1.914,7.666,0.217,1.006,4.651,0.773,2.034,9.169,5.106,0.665
2086-03-01,9.543,5.901,1.507,0.359,4.449,5.321,2.047,0.251,2.657,1.305,3.455,5.270,8.911,2.175,3.919,0.432,2.833,8.294,2.085,2.148,3.134,0.598,5.711,1.462,2.600,6.869,0.124,1.341,2.604,5.630,3.028,0.939,1.864,3.170,1.793,1.135,0.120,0.078,1.462,9.278,8.718,5.742,3.791,1.292,5.033,4.436,7.617,9.938,0.403,2.413,9.179,1.650,1.513,2.304,0.116,0.445,0.122,0.098,3.931,0.293,0.112,1.384,1.738,2.369,5.254,0.303,1.933,1.444,0.282,4.090
2086-04-01,3.592,9.520,0.458,1.964,0.301,0.977,0.424,2.028,1.420,0.325,0.946,0.872,0.761,1.774,1.551,2.232,0.481,1.845,1.863,1.193,1.419,0.589,2.191,0.257,0.496,4.761,5.339,1.716,0.787,0.928,5.867,0.526,0.315,4.486,2.257,0.180,0.279,0.865,5.813,0.772,1.727,2.147,0.483,0.683,4.226,0.924,0.402,2.822,0.164,1.020,0.282,0.965,0.568,3.459,1.518,0.630,0.159,0.321,1.333,0.559,2.515,0.418,1.838,2.927,0.464,1.669,2.120,0.823,0.469,2.255
2086-05-01,0.011,0.083,0.002,0.013,0.000,1.372,0.070,0.084,0.624,0.110,0.006,0.198,0.022,0.373,0.428,0.361,0.031,0.373,0.216,0.002,0.170,0.351,0.018,0.084,0.214,0.399,0.006,0.018,0.079,1.511,0.207,0.055,0.273,0.248,0.259,0.477,0.001,0.045,0.054,0.046,0.841,0.006,0.000,0.020,0.277,0.017,0.063,0.239,0.029,0.034,0.192,0.050,0.110,0.063,1.090,0.344,0.765,0.015,0.005,0.048,0.434,0.065,0.010,0.270,0.012,0.022,1.764,2.408,0.341,0.000
2086-06-01,0.172,0.024,0.061,0.017,0.038,0.004,0.057,0.032,0.017,0.041,0.013,0.014,0.058,0.034,0.092,0.110,0.025,0.019,0.027,0.030,0.044,0.022,0.041,0.009,0.040,0.015,0.094,0.587,0.103,0.007,0.006,0.037,0.013,0.041,0.051,0.005,0.037,0.040,0.000,0.040,0.002,0.006,0.046,0.000,0.011,0.040,0.000,0.047,0.002,0.044,0.050,0.002,0.005,0.000,0.001,0.000,0.150,0.000,0.008,0.001,0.000,0.007,0.031,0.001,0.000,0.000,0.017,0.039,0.002,0.013
2086-07-01,0.012,0.005,0.005,0.021,0.006,0.139,0.100,0.309,0.415,0.009,0.012,0.461,0.020,0.001,0.072,0.013,0.010,0.000,0.000,0.000,0.001,0.000,0.006,0.002,0.000,0.000,0.002,0.000,0.007,0.000,0.004,0.001,0.001,0.000,0.009,0.076,0.000,0.000,0.001,0.000,0.011,0.000,0.011,0.001,0.007,0.004,0.000,0.271,0.013,0.001,0.001,0.044,0.132,0.000,0.001,0.001,0.068,0.001,0.002,0.011,0.001,0.001,0.079,0.001,0.000,0.000,0.000,0.002,0.187,0.001
2086-08-01,0.094,0.006,0.006,0.013,0.127,0.001,0.007,0.000,0.002,0.066,0.001,0.021,0.001,0.090,0.084,0.445,0.033,0.004,0.001,0.004,0.057,0.002,0.081,0.007,0.059,0.233,0.068,0.000,0.000,0.740,0.028,0.001,0.001,0.000,0.000,0.142,0.172,0.000,0.000,0.122,0.002,0.206,0.035,0.001,0.001,0.001,0.000,0.006,0.010,0.001,0.012,0.018,0.016,0.002,0.005,0.000,0.376,0.005,0.005,0.000,0.000,0.007,0.010,0.072,0.002,0.001,0.444,0.001,0.690,0.032
2086-09-01,0.142,0.044,0.188,0.009,0.046,0.028,0.001,0.641,0.354,0.110,0.439,0.020,0.052,0.034,0.002,0.130,0.057,0.159,0.002,0.013,0.074,0.001,0.002,0.046,2.006,0.441,0.007,0.006,0.006,0.028,0.001,0.381,0.084,0.060,0.054,0.011,0.052,0.005,0.073,0.030,0.001,1.769,0.066,0.001,0.122,0.000,0.263,0.078,1.494,0.548,0.183,0.198,0.787,0.000,0.052,0.193,0.027,0.032,0.022,0.000,0.039,0.032,0.008,0.005,0.000,0.006,1.124,0.288,0.064,0.047
2086-10-01,1.427,2.310,0.816,0.070,0.001,0.057,0.001,0.880,0.402,0.384,1.651,1.910,1.039,0.001,0.093,1.803,0.816,2.838,0.001,0.477,0.013,2.702,0.052,0.122,0.106,0.593,2.039,0.081,0.244,0.002,0.793,0.056,0.094,0.001,1.073,0.001,1.844,0.027,1.419,1.733,1.318,1.721,0.127,2.258,0.505,0.006,0.480,0.384,1.766,0.001,0.001,1.731,0.061,0.020,0.348,2.218,0.116,1.644,0.116,0.040,0.598,0.020,0.004,0.654,0.517,0.532,0.021,0.554,0.005,0.333
2086-11-01,0.407,4.974,0.002,0.025,1.221,3.219,4.783,0.001,2.537,0.432,5.040,0.041,2.601,1.152,1.357,0.056,2.906,3.474,0.927,6.449,2.293,3.907,1.928,3.815,2.445,2.398,0.116,0.325,4.500,0.150,0.019,2.341,4.591,0.142,1.128,0.969,2.441,1.174,1.483,0.244,3.228,0.338,5.259,0.335,0.402,0.424,0.007,1.489,2.706,3.614,1.639,1.526,0.796,0.455,0.835,1.299,0.136,3.526,2.647,2.867,1.016,0.345,1.201,0.000,3.031,0.788,1.645,0.397,1.049,0.002
2086-12-01,4.796,2.000,1.883,5.811,3.344,9.716,4.186,9.453,2.819,3.400,7.390,1.607,2.081,1.040,5.005,5.513,0.376,3.881,0.294,6.421,5.805,3.681,3.248,5.632,3.322,3.570,1.898,5.099,0.555,16.674,2.070,2.746,6.998,2.253,4.095,5.541,3.713,7.147,0.943,0.791,2.960,0.120,12.378,4.364,1.025,4.670,6.460,4.731,8.902,6.442,3.741,4.330,4.706,6.650,14.197,14.887,2.644,6.209,8.900,1.588,3.019,0.931,2.719,0.891,1.256,1.633,1.299,8.015,9.305,5.074
2087-01-01,9.815,5.881,0.603,2.409,1.404,18.721,8.599,25.608,16.049,19.495,9.909,5.171,8.258,3.650,7.202,10.044,0.821,1.915,7.352,17.449,7.204,9.008,11.225,10.379,13.116,9.825,12.443,12.346,2.554,9.210,10.964,9.798,9.205,3.212,5.274,0.277,0.992,3.716,1.590,9.817,2.518,7.089,8.916,9.531,13.334,5.891,12.493,7.046,2.954,4.075,12.313,12.294,9.583,6.229,6.925,2.016,1.683,7.739,7.486,9.947,7.433,0.277,1.489,4.335,3.703,4.854,2.337,5.899,4.025,9.770
2087-02-01,1.197,2.970,1.775,6.006,9.211,16.139,9.381,17.744,9.530,7.668,20.537,0.239,14.542,5.439,15.443,4.950,6.854,0.778,0.496,2.512,0.699,0.969,3.259,8.074,15.312,4.618,2.156,3.035,5.119,3.643,7.078,10.037,1.049,0.590,12.818,12.807,0.649,2.400,1.864,11.169,2.243,14.466,1.175,1.950,15.759,7.104,1.703,4.732,0.121,9.460,6.341,5.316,0.632,2.836,7.222,0.498,7.097,1.037,8.299,1.640,2.661,0.023,2.043,1.096,0.359,4.397,12.227,9.508,2.399,2.554
2087-03-01,0.116,2.773,8.894,1.670,0.114,5.690,7.258,2.456,1.725,12.960,2.996,3.016,1.599,0.394,1.840,7.999,1.845,4.251,0.303,7.853,3.432,0.073,2.659,3.146,2.294,6.998,3.848,6.045,1.773,2.576,8.606,1.605,2.628,2.412,2.187,8.121,0.460,0.301,0.194,1.898,2.936,3.504,5.384,8.903,3.325,5.774,1.706,5.192,0.664,1.670,1.128,2.293,0.089,3.057,12.777,0.282,7.619,1.839,3.322,0.294,0.100,0.087,1.515,1.001,4.407,2.967,7.152,3.464,0.961,0.157
2087-04-01,3.685,1.727,0.459,1.681,1.541,0.687,0.269,0.224,1.649,0.470,0.612,4.929,0.567,1.463,0.706,3.265,3.120,2.561,0.326,0.409,0.330,1.600,2.160,2.470,2.063,0.788,0.180,0.352,1.493,0.567,0.823,0.918,1.623,0.319,0.622,3.483,0.261,0.244,0.148,0.478,1.892,1.499,5.263,0.169,1.096,1.413,2.181,0.478,3.826,3.881,2.709,0.150,1.082,4.043,1.918,1.032,1.220,0.165,0.570,7.108,1.256,1.335,1.551,0.478,2.388,1.838,4.637,0.869,0.467,0.226
2087-05-01,0.189,0.312,0.005,0.016,0.021,0.077,0.696,0.098,1.671,3.259,0.017,0.010,0.052,0.105,0.757,0.029,0.061,0.367,1.610,0.018,0.081,0.028,0.009,0.012,0.236,0.358,0.004,0.404,0.620,0.026,0.022,0.198,0.602,0.222,0.218,0.018,0.284,0.142,0.297,0.644,0.020,0.033,0.023,0.057,0.009,0.250,0.004,0.011,0.083,0.013,0.262,0.474,0.012,0.812,0.658,0.002,0.051,0.459,0.167,0.060,0.393,0.986,0.015,0.027,0.016,0.028,1.336,0.071,0.392,0.135
2087-06-01,0.026,0.033,0.000,0.018,0.009,0.035,0.002,0.149,0.005,0.037,0.033,0.093,0.045,0.041,0.011,0.014,0.002,0.033,0.002,0.028,0.004,0.017,0.000,0.002,0.004,0.015,0.000,0.188,0.025,0.031,0.032,0.045,0.004,0.015,0.064,0.051,0.246,0.006,0.001,0.007,0.004,0.050,0.001,0.001,0.040,0.001,0.004,0.015,0.066,0.059,0.074,0.007,0.031,0.020,0.000,0.039,0.034,0.041,0.028,0.019,0.009,0.139,0.001,0.061,0.664,0.000,0.000,0.001,0.228,0.054
